ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDPCPO24N000000001","장소","공원","100136","엑스포공원",,,"50705","지역근린공원","3020014100104670003","대전광역시","유성구","전민동",,"467-3","3020014100","3020057000","302003167043.0","엑스포로","476","127.405587669723","36.3983554752812","다바915223","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000002","장소","공원","100179","푸른길공원",,,"50705","지역근린공원","2911011800104270002","광주광역시","동구","서석동",,"427-2","2911011800","2911065500",,,,"126.925946426891","35.1447510131458","다라477834","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000003","장소","공원","1002998","관교공원",,,"50705","지역근린공원","2817710700200520000","인천광역시","미추홀구","문학동",,"산52","2817710700","2817771000",,,,"126.686998903841","37.4420092368439","다사280384","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000004","장소","공원","1003060","대호목조각공원",,,"50705","지역근린공원","4427032026105430000","충청남도","당진시","석문면","난지도리","543","4427032026","4427032000",,,,"126.462517488545","37.0201493333061","다바077917","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000005","장소","공원","1003602","유성명물문화공원",,,"50705","지역근린공원","3020011100105740004","대전광역시","유성구","봉명동",,"574-4","3020011100","3020053000",,,,"127.344778276874","36.3551201349808","다바860175","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000006","장소","공원","100373","박지성공설운동장고흥생활체육공원",,,"50705","지역근린공원","4677025025200180000","전라남도","고흥군","고흥읍","호형리","산18","4677025025","4677025000","467703289003.0","고흥로","1892-67","127.302255059635","34.6158988813331","다라818246","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000007","장소","공원","100429","낡은터쌈지공원",,,"50705","지역근린공원","5219033033108230001","전북특별자치도","남원시","송동면","세전리","823-1","5219033033","5219033000",,,,"127.317154493388","35.3207717765675","다마833028","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000008","장소","공원","1004793","임오체육공원",,,"50705","지역근린공원","4719011700102280001","경상북도","구미시","임은동",,"228-1","4719011700","4719066000","471903308048.0","왕산로","28-33","128.365301320382","36.0845239678816","라마779878","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000009","장소","공원","1004907","장성호관광지장성호문화예술공원",,,"50705","지역근린공원","4688040031103130006","전라남도","장성군","북하면","쌍웅리","313-6","4688040031","4688040000","468804697218.0","송정공원길","11-1","126.850215020361","35.4174157107729","다마410137","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000010","장소","공원","1005874","솔찬어린이공원",,,"50705","지역근린공원","4111710500109640003","경기도","수원시 영통구","영통동",,"964-3","4111710500","4111758500",,,,"127.064841816254","37.2529851906587","다사614172","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000011","장소","공원","1006097","차피패밀리파크","화성동탄점",,"50706","어린이놀이터","4159012700100930003","경기도","화성시","반송동",,"93-3","4159012700","4159058500","415903210169.0","동탄반석로","172","127.072035505187","37.2038477182244","다사620117","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000012","장소","공원","1006117","한방엑스포공원",,,"50705","지역근린공원","4315012400106600000","충청북도","제천시","왕암동",,"660","4315012400","4315056000","431503239076.0","한방엑스포로","19","128.160842122614","37.14423353059","라사586052","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000013","장소","공원","1006147","평원공원",,,"50705","지역근린공원","4159025939104440000","경기도","화성시","향남읍","행정리","444","4159025939","4159025900","415903210119.0","행정중앙1로","19","126.917900163706","37.1279269669602","다사482034","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000014","장소","공원","1006163","팔각정공원",,,"50705","지역근린공원","1111018300200060002","서울특별시","종로구","평창동",,"산6-2","1111018300","1111056000","111104100518.0","북악산로","221","126.980470324476","37.602066933447","다사541559","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000015","장소","공원","1006814","임진강평화습지원",,,"50705","지역근린공원","4180031022200020000","경기도","연천군","군남면","옥계리","산2","4180031022","4180031000",,,,"127.029140919161","38.1199042210167","다아587134","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000016","장소","공원","1006910","바람개비동산",,,"50705","지역근린공원","4729012600106540000","경상북도","경산시","사동",,"654","4729012600","4729056000","472904739352.0","백양로33길","46","128.761003293995","35.8143300948716","마마139582","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000017","장소","공원","1007090","남화산해맞이테마공원",,,"50705","지역근린공원","5123025322203240000","강원특별자치도","삼척시","원덕읍","임원리","산324","5123025322","5123025300",,,,"129.349934717042","37.2352633403133","마사640167","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000018","장소","공원","1007446","청라지구생태공원",,,"50705","지역근린공원","2826012200100110022","인천광역시","서구","청라동",,"11-22","2826012200","2826053900","282604268263.0","로봇랜드로249번길","38","126.607412107548","37.5297868642075","다사211482","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000019","장소","공원","1007447","청라중앙호수공원",,,"50703","대형시민/도심공원","2826012200100010791","인천광역시","서구","청라동",,"1-791","2826012200","2826053700",,,,"126.634136859576","37.5330012551734","다사234485","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000020","장소","공원","1007776","토평공원",,,"50705","지역근린공원","4131010700109900001","경기도","구리시","토평동",,"990-1","4131010700","4131059000","413103196015.0","벌말로","130-29","127.149816261185","37.5897045623509","다사690545","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000021","장소","공원","1008210","인천장미근린공원",,,"50705","지역근린공원","2818510300101370040","인천광역시","연수구","연수동",,"137-40","2818510300","2818576100",,,,"126.677662088678","37.4274962363846","다사272368","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000022","장소","공원","1008269","화랑공원",,,"50705","지역근린공원","4113510900106390000","경기도","성남시 분당구","삼평동",,"639","4113510900","4113565500","411353180005.0","대왕판교로","609","127.105906192967","37.3969885732489","다사651331","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000023","장소","공원","1008698","부엉공원",,,"50705","지역근린공원","4413310800112790000","충청남도","천안시 서북구","불당동",,"1279","4413310800","4413356600","441333250062.0","공원로","159","127.097742950637","36.7977014968057","다바641666","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000024","장소","공원","1008700","상서면체육공원",,,"50705","지역근린공원","5179033028104540005","강원특별자치도","화천군","상서면","산양리","454-5","5179033028","5179033000",,,,"127.662437976834","38.2009537824673","라아142223","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000025","장소","공원","100873","노령의동산",,,"50705","지역근린공원","4688039021105870185","전라남도","장성군","북이면","사거리","587-185","4688039021","4688039000",,,,"126.808348678709","35.4308517186215","다마372152","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000026","장소","공원","1009550","통창공원",,,"50705","지역근린공원","4824010400102360000","경상남도","사천시","동금동",,"236","4824010400","4824053000","482404802688.0","통창동길","32-6","128.079697172289","34.9295628137541","라라529595","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000027","장소","공원","1010213","마도근린공원",,,"50705","지역근린공원","4159033024106730000","경기도","화성시","마도면","쌍송리","673","4159033024","4159033000","415904430360.0","마도공단로4길","26","126.790115547241","37.1818591068512","다사369094","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000028","장소","공원","1010375","첨단근린공원",,,"50705","지역근린공원","2917014100111130000","광주광역시","북구","오룡동",,"1113","2917014100","2917069500","291703162077.0","임방울대로","877","126.855555901871","35.2205531252238","다라413918","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000029","장소","공원","101057","섬진강군민체육공원",,,"50705","지역근린공원","5277039024105240172","전북특별자치도","순창군","유등면","오교리","524-172","5277039024","5277039000",,,,"127.197033517859","35.3710969703745","다마724084","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000030","장소","공원","101079","신창가족공원",,,"50705","지역근린공원","2920011800111200000","광주광역시","광산구","신창동",,"1120","2920011800","2920070000","292004289444.0","왕버들로251번길","66","126.838984441771","35.1984279387886","다라398894","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000031","장소","공원","1011154","삼계체육공원",,,"50705","지역근린공원","4688035023107440002","전라남도","장성군","삼계면","주산리","744-2","4688035023","4688035000","468804697446.0","주산3길","3","126.671562888574","35.2540045794734","다라246957","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000032","장소","공원","1011213","반월어린이공원",,,"50705","지역근린공원","4159012000101840003","경기도","화성시","반월동",,"184-3","4159012000","4159055000","415904430970.0","영통로61번길","30-36","127.056342346003","37.2326204383182","다사606149","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000033","장소","공원","1011691","둔포체육공원",,,"50705","지역근린공원","4420036023105740000","충청남도","아산시","둔포면","시포리","574","4420036023","4420036000","442003253061.0","아산호로","1165","127.028073347421","36.9273074862765","다바579810","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000034","장소","공원","1012504","방배근린공원",,,"50705","지역근린공원","1165010100200440000","서울특별시","서초구","방배동",,"산44","1165010100","1165062000",,,,"126.995469618526","37.4788232626035","다사553422","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000035","장소","공원","1013156","근대역사문화예술공원",,,"50705","지역근린공원","4611011300100080023","전라남도","목포시","무안동",,"8-23","4611011300","4611059500",,,,"126.385328419995","34.7885718193838","나라980443","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000036","장소","공원","1016626","용인미르스타디움",,,"50705","지역근린공원","4146110300100280006","경기도","용인시 처인구","삼가동",,"28-6","4146110300","4146152600","414612203001.0","동백죽전대로","61","127.165037457875","37.2491748653664","다사702167","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000037","장소","공원","1017372","서어지공원",,,"50705","지역근린공원","4825025026116140004","경상남도","김해시","진영읍","진영리","1614-4","4825025026","4825025000","482504805664.0","김해대로365번길","6-24","128.73150643759","35.3075959943202","마마119020","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000038","장소","공원","1017488","서탄체육공원",,,"50705","지역근린공원","4122032021109680000","경기도","평택시","서탄면","금암리","968","4122032021","4122032000","412203188033.0","서탄로","326-41","127.03559752187","37.1123042626929","다사587016","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000039","장소","공원","1019067","대동하늘공원",,,"50705","지역근린공원","3011011000200010040","대전광역시","동구","대동",,"산1-40","3011011000","3011058500",,,,"127.451801819362","36.3319444040872","다바956149","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000040","장소","공원","1020599","풍경공원",,,"50705","지역근린공원","4127310700107400000","경기도","안산시 단원구","초지동",,"740","4127310700","4127357000","412733191078.0","초지2로","64","126.815495292838","37.305640905334","다사393231","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000041","장소","공원","1022555","의좋은형제공원",,,"50705","지역근린공원","4481034022102740001","충청남도","예산군","대흥면","상중리","274-1","4481034022","4481034000","448104589464.0","의좋은형제길","3","126.792037054599","36.606747699598","다바366456","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000042","장소","공원","1023080","다산문화공원",,,"50705","지역근린공원","4783034032107110002","경상북도","고령군","다산면","호촌리","711-2","4783034032","4783034000",,,,"128.473550703184","35.8150106132099","라마879580","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000043","장소","공원","1023345","잠실유수지공원",,,"50705","지역근린공원","1171010100103060000","서울특별시","송파구","잠실동",,"306","1171010100","1171065000","117104169052.0","도곡로62길","10","127.07943208642","37.5030382258321","다사628449","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000044","장소","공원","1024538","앙성온천광장",,,"50705","지역근린공원","4313037034100760001","충청북도","충주시","앙성면","능암리","76-1","4313037034","4313037000",,,,"127.80087251315","37.0919970346662","라바267993","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000045","장소","공원","1025155","고양생태공원",,,"50705","지역근린공원","4128710400123300000","경기도","고양시 일산서구","대화동",,"2330","4128710400","4128757000","412873194010.0","대화로","315","126.744066025316","37.6844951429982","다사333652","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000046","장소","공원","1027953","백천공원",,,"50705","지역근린공원","4729010600101150009","경상북도","경산시","백천동",,"115-9","4729010600","4729053000",,,,"128.742044052153","35.8039980601311","마마122571","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000047","장소","공원","1029096","진버들공원",,,"50705","지역근린공원","5211310300108020002","전북특별자치도","전주시 덕진구","인후동1가",,"802-2","5211310300","5211356000","521134601432.0","진버들3길","8-9","127.163310215418","35.8355266236745","다마695599","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000048","장소","공원","1029097","법천소공원",,,"50705","지역근린공원","5113035021115750001","강원특별자치도","원주시","부론면","법천리","1575-1","5113035021","5113035000","511303238089.0","앙암로","1234","127.747931951011","37.2060483045235","라사220119","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000049","장소","공원","1030137","13호어린이공원",,,"50706","어린이놀이터","2635010700113360000","부산광역시","해운대구","좌동",,"1336","2635010700","2635055200","263503133029.0","양운로","33","129.177433538022","35.1664076617734","마라527869","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000050","장소","공원","1030139","7호공원",,,"50705","지역근린공원","4119610300104170000","경기도","부천시 오정구","작동",,"417","4119610300","4119651000",,,,"126.811272448352","37.5094614901533","다사391457","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000051","장소","공원","1030140","829기념공원",,,"50705","지역근린공원","5123031026104510002","강원특별자치도","삼척시","근덕면","덕산리","451-2","5123031026","5123031000",,,,"129.236312235099","37.3829611703291","마사537329","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000052","장소","공원","1030145","가람근린공원",,,"50705","지역근린공원","3120012500114710004","울산광역시","북구","화봉동",,"1471-4","3120012500","3120057000",,,,"129.36161014947","35.5939673367793","마마686346","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000053","장소","공원","1030148","가온문화공원",,,"50705","지역근린공원","1144012700115940000","서울특별시","마포구","상암동",,"1594","1144012700","1144074000",,,,"126.887493891782","37.5820796211232","다사459538","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000054","장소","공원","1030163","가족놀이공원",,,"50705","지역근린공원","2823710500103890007","인천광역시","부평구","삼산동",,"389-7","2823710500","2823764600",,,,"126.743053953181","37.5211373437113","다사331471","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000055","장소","공원","1030165","가좌어린이공원",,,"50706","어린이놀이터","1141012000103760000","서울특별시","서대문구","남가좌동",,"376","1141012000","1141070000","114104136083.0","가재울로","45","126.920414824168","37.5759050918033","다사488531","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000056","장소","공원","1030166","가팔어린이공원",,,"50705","지역근린공원","3011011400106520004","대전광역시","동구","가양동",,"652-4","3011011400","3011063000","301104292451.0","우암로296번길","56","127.44979358196","36.3443784737566","다바954163","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000057","장소","공원","1030167","간석육교어린이공원",,,"50705","지역근린공원","2820010200105870015","인천광역시","남동구","간석동",,"587-15","2820010200","2820055100",,,,"126.699448697668","37.4653588918412","다사292409","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000058","장소","공원","1030168","간이공원",,,"50705","지역근린공원","4128510600112690000","경기도","고양시 일산동구","백석동",,"1269","4128510600","4128555100","412854379103.0","백석로72번길","31-14","126.788508695293","37.646204288326","다사372609","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000059","장소","공원","1030169","간촌공원",,,"50705","지역근린공원","2826010600107070000","인천광역시","서구","연희동",,"707","2826010600","2826053000","282603156008.0","간촌로","13","126.678480796996","37.549435679154","다사274503","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000060","장소","공원","1030170","갈고개소공원",,,"50705","지역근린공원","5177035023100500003","강원특별자치도","정선군","임계면","직원리","50-3","5177035023","5177035000","517703219074.0","서동로","5584","128.927934766135","37.5312450859936","마사261489","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000061","장소","공원","1030172","갈곡어린이공원",,,"50705","지역근린공원","4146310200105840000","경기도","용인시 기흥구","구갈동",,"584","4146310200","4146352000",,,,"127.129595200544","37.2718787316389","다사671192","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000062","장소","공원","1030174","갈마공원",,,"50705","지역근린공원","2826010700102380005","인천광역시","서구","심곡동",,"238-5","2826010700","2826053000","282604268424.0","승학로272번길","7","126.673655125332","37.5465251232634","다사270500","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000063","장소","공원","1030175","갈매공원",,,"50705","지역근린공원","2826010500103040000","인천광역시","서구","공촌동",,"304","2826010500","2826053000","282604268167.0","경명대로683번길","6-7","126.684704538188","37.5527314671156","다사279506","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000064","장소","공원","1030176","갈미한글공원",,,"50705","지역근린공원","4143010700102280001","경기도","의왕시","내손동",,"228-1","4143010700","4143054000","414303201015.0","문화예술로","65","126.984517635624","37.3782386661009","다사543311","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000065","장소","공원","1030178","갈산근린공원",,,"50705","지역근린공원","2823710600101300002","인천광역시","부평구","갈산동",,"130-2","2823710600","2823764100",,,,"126.725227043715","37.5193691310237","다사315469","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000066","장소","공원","1030180","갈월놀이공원",,,"50705","지역근린공원","2823710600101800000","인천광역시","부평구","갈산동",,"180","2823710600","2823764100","282374262366.0","부평대로260번길","13-8","126.722631690697","37.5147001584253","다사313464","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000067","장소","공원","1030181","감고을공원",,,"50705","지역근린공원","4374040031103280002","충청북도","영동군","심천면","약목리","328-2","4374040031","4374040000",,,,"127.710844082223","36.2092541182514","라바189013","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000068","장소","공원","1030182","감골공원",,,"50705","지역근린공원","3114010400115570011","울산광역시","남구","신정동",,"1557-11","3114010400","3114051000",,,,"129.298676812062","35.5409453295975","마마630287","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000069","장소","공원","1030184","감삼소공원",,,"50705","지역근린공원","2729011300102870057","대구광역시","달서구","감삼동",,"287-57","2729011300","2729055500","272903147036.0","장기로","160","128.544026262291","35.8437536977924","라마942613","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000070","장소","공원","1030186","갓골공원",,,"50705","지역근린공원","3171025927107170005","울산광역시","울주군","범서읍","구영리","717-5","3171025927","3171025900",,,,"129.239723777918","35.5771362793153","마마576326","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000071","장소","공원","1030187","갓안공원",,,"50705","지역근린공원","3117010200101460008","울산광역시","동구","화정동",,"146-8","3117010200","3117054000",,,,"129.421610319647","35.5025525151209","마마742246","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000072","장소","공원","1030188","강경읍민체육공원",,,"50705","지역근린공원","4423025031104440005","충청남도","논산시","강경읍","채산리","444-5","4423025031","4423025000",,,,"127.016767525887","36.1505901365493","다마565949","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000073","장소","공원","1030189","강남어린이공원",,,"50705","지역근린공원","4146310200106020000","경기도","용인시 기흥구","구갈동",,"602","4146310200","4146352000",,,,"127.130461048375","37.27002095493","다사672190","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000074","장소","공원","1030190","강동어린이공원",,,"50705","지역근린공원","2714012400105580000","대구광역시","동구","신서동",,"558","2714012400","2714074200",,,,"128.731403854727","35.8674809389415","마마111641","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000075","장소","공원","1030197","강변공원",,,"50705","지역근린공원","2671025625112450000","부산광역시","기장군","정관읍","달산리","1245","2671025625","2671025600",,,,"129.195145674723","35.3202990799214","마마540040","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000076","장소","공원","1030198","강변어린이공원",,,"50706","어린이놀이터","4311311300115510000","충청북도","청주시 흥덕구","가경동",,"1551","4311311300","4311374700",,,,"127.444036488744","36.6197329424319","다바949468","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000077","장소","공원","1030199","강변체육공원",,,"50705","지역근린공원","4711110300101370004","경상북도","포항시 남구","해도동",,"137-4","4711110300","4711154500",,,,"129.373899258506","36.0160013640975","마마688815","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000078","장소","공원","1030201","강송정공원",,,"50705","지역근린공원","2671025922108440000","부산광역시","기장군","일광읍","이천리","844","2671025922","2671025900",,,,"129.235468634876","35.265460080333","마라578980","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000079","장소","공원","1030202","강신어린이공원",,,"50706","어린이놀이터","1147010300110120002","서울특별시","양천구","신월동",,"1012-2","1147010300","1147061000",,,,"126.838471451958","37.5155608995973","다사415464","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000080","장소","공원","1030205","강주연못공원",,,"50705","지역근린공원","4817032025109110011","경상남도","진주시","정촌면","예하리","911-11","4817032025","4817032000",,,,"128.09538277753","35.1138919910389","라라542800","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000081","장소","공원","1030212","강천공원",,,"50705","지역근린공원","5277035025109340006","전북특별자치도","순창군","팔덕면","청계리","934-6","5277035025","5277035000",,,,"127.075947876041","35.4126057272174","다마615130","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000082","장소","공원","1030215","개나리공원",,,"50705","지역근린공원","2671025027102950000","부산광역시","기장군","기장읍","청강리","295","2671025027","2671025000","267104220068.0","대청로71번길","7","129.217565653911","35.237548036659","마라562949","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000083","장소","공원","1030216","개나리공원",,,"50705","지역근린공원","4122025928108980001","경기도","평택시","청북읍","어연리","898-1","4122025928","4122025900","412203188097.0","청북산단로","66","126.977267267184","37.05152305652","다바535949","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000084","장소","공원","1030221","개나리공원",,,"50705","지역근린공원","1120010800102700002","서울특별시","성동구","응봉동",,"270-2","1120010800","1120058000",,,,"127.032025522723","37.5485350100481","다사586500","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000085","장소","공원","1030223","개나리공원",,,"50705","지역근린공원","4150010100104140013","경기도","이천시","창전동",,"414-13","4150010100","4150051000",,,,"127.439257443913","37.2838132384775","다사946205","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000086","장소","공원","1030225","개나리공원",,,"50705","지역근린공원","4413310700108470000","충청남도","천안시 서북구","쌍용동",,"847","4413310700","4413353000",,,,"127.131871614411","36.8081477124769","다바671678","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000087","장소","공원","1030226","개나리어린이공원",,,"50705","지역근린공원","4121010300101100004","경기도","광명시","하안동",,"110-4","4121010300","4121063300",,,,"126.882540059186","37.4617156078019","다사453404","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000088","장소","공원","1030227","개나리어린이공원",,,"50705","지역근린공원","2629010900101890022","부산광역시","남구","문현동",,"189-22","2629010900","2629070000",,,,"129.073353984599","35.1380675367769","마라433836","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000000089","장소","공원","1030232","개봉공원",,,"50705","지역근린공원","1153010700102980075","서울특별시","구로구","개봉동",,"298-75","1153010700","1153076000","115304148055.0","개봉로3길","108-34","126.848450321998","37.485140326858","다사423430","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
