ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDPCPO24N000004392","장소","공원","231158","둥지공원",,,"50705","지역근린공원","4825010700114270001","경상남도","김해시","삼계동",,"1427-1","4825010700","4825055000",,,,"128.863796435842","35.2653273032386","마라240975","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004393","장소","공원","231159","둥지어린이공원",,,"50706","어린이놀이터","2729011600114610000","대구광역시","달서구","도원동",,"1461","2729011600","2729062800",,,,"128.536209104782","35.8027588988432","라마936567","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004394","장소","공원","231161","뒤뜰어린이공원",,,"50706","어린이놀이터","1144012500105880008","서울특별시","마포구","성산동",,"588-8","1144012500","1144072000",,,,"126.909369108895","37.5632079167002","다사478517","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004395","장소","공원","231163","들마을공원",,,"50705","지역근린공원","2717010300110570003","대구광역시","서구","평리동",,"1057-3","2717010300","2717062000",,,,"128.563821414334","35.8739545685746","라마960646","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004396","장소","공원","231164","들말어린이공원",,,"50706","어린이놀이터","3020011100105680020","대전광역시","유성구","봉명동",,"568-20","3020011100","3020053000","302004301019.0","계룡로46번길","43","127.335493149504","36.3533692734352","다바852173","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004397","장소","공원","231165","등마루공원",,,"50705","지역근린공원","1150010200106410005","서울특별시","강서구","등촌동",,"641-5","1150010200","1150052000",,,,"126.857400921937","37.5560311236414","다사432509","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004398","장소","공원","231166","원덕공원",,,"50705","지역근린공원","2729011600106700000","대구광역시","달서구","도원동",,"670","2729011600","2729062800",,,,"128.547252815004","35.805699887254","라마946570","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004399","장소","공원","231167","땀띠공원",,,"50705","지역근린공원","5176033021204970003","강원특별자치도","평창군","대화면","대화리","산497-3","5176033021","5176033000",,,,"128.45152684137","37.5002752030287","라사841449","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004400","장소","공원","231170","라일락공원",,,"50705","지역근린공원","4427010100109340000","충청남도","당진시","읍내동",,"934","4427010100","4427051000","442704595224.0","무수동4길","29-6","126.639178745479","36.8928938214817","다바232775","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004401","장소","공원","231171","라일락어린이공원",,,"50705","지역근린공원","4119210900105250005","경기도","부천시 원미구","상동",,"525-5","4119210900","4119270000",,,,"126.751367928213","37.5102042132161","다사338459","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004402","장소","공원","231173","팽성레포츠공원",,,"50705","지역근린공원","4122025021100290001","경기도","평택시","팽성읍","객사리","29-1","4122025021","4122025000","412203188056.0","안정로","238-31","127.064785140899","36.9686358000176","다바612856","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004403","장소","공원","231174","마당놀이공원",,,"50705","지역근린공원","2823710600103890000","인천광역시","부평구","갈산동",,"389","2823710600","2823764200","282374262683.0","주부토로146번길","23","126.727218844048","37.5082704220863","다사317457","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004404","장소","공원","231175","마동근린체육공원",,,"50705","지역근린공원","4623010700107000010","전라남도","광양시","마동",,"700-10","4623010700","4623053000","462304655176.0","무등길","90-1","127.693182519843","34.9506655597708","라라176617","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004405","장소","공원","231176","미로어린이공원",,,"50706","어린이놀이터","4159012400109140000","경기도","화성시","기안동",,"914","4159012400","4159056000","415904431444.0","효행로291번길","39","126.976162366832","37.2248411569613","다사535141","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004406","장소","공원","231177","마루공원",,,"50705","지역근린공원","1168011400105800001","서울특별시","강남구","일원동",,"580-1","1168011400","1168067500",,,,"127.080872006961","37.4962365401006","다사629441","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004407","장소","공원","231178","능말근린공원",,,"50705","지역근린공원","4146110200104690001","경기도","용인시 처인구","역북동",,"469-1","4146110200","4146152500",,,,"127.198950099511","37.237974613958","다사732155","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004408","장소","공원","231180","78호어린이공원",,,"50705","지역근린공원","4146110100102910001","경기도","용인시 처인구","김량장동",,"291-1","4146110100","4146151000","414614409781.0","중부대로1343번길","6-9","127.195274543412","37.2357219805291","다사729152","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004409","장소","공원","231183","마을마당공원",,,"50705","지역근린공원","2729012000106110002","대구광역시","달서구","월성동",,"611-2","2729012000","2729060100",,,,"128.526850098876","35.8239021048199","라마927590","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004410","장소","공원","231185","마전제1호공원",,,"50705","지역근린공원","2826011300109070000","인천광역시","서구","마전동",,"907","2826011300","2826068000","282604268542.0","완정로188번길","26","126.657489380091","37.6051556837865","다사256565","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004411","장소","공원","231186","만남공원",,,"50705","지역근린공원","3114010600116480001","울산광역시","남구","삼산동",,"1648-1","3114010600","3114057000",,,,"129.350128670178","35.5379024652665","마마677284","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004412","장소","공원","231189","만수공원",,,"50705","지역근린공원","2820010300109220000","인천광역시","남동구","만수동",,"922","2820010300","2820058200","282004259414.0","구월로336번길","36","126.72757830027","37.4536989392583","다사316396","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004413","장소","공원","231190","명학공원",,,"50705","지역근린공원","4117110100105720000","경기도","안양시 만안구","안양동",,"572","4117110100","4117158000","411713182016.0","안양로","101","126.932742353526","37.383946212385","다사497318","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004414","장소","공원","231191","80호어린이공원",,,"50705","지역근린공원","4146110100103510000","경기도","용인시 처인구","김량장동",,"351","4146110100","4146151000",,,,"127.20095646972","37.2319758971658","다사734148","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004415","장소","공원","231192","만촌체육공원",,,"50703","대형시민/도심공원","2726010200200900000","대구광역시","수성구","만촌동",,"산90","2726010200","2726055000","272604238457.0","팔현길","248","128.657974474128","35.8750426000102","마마045648","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004416","장소","공원","231193","만현마을근린공원",,,"50705","지역근린공원","4146510700100450000","경기도","용인시 수지구","상현동",,"45","4146510700","4146558000",,,,"127.089652037042","37.3107530596526","다사636236","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004417","장소","공원","231194","어린이공원",,,"50706","어린이놀이터","3020014100104660002","대전광역시","유성구","전민동",,"466-2","3020014100","3020057000","302003167043.0","엑스포로","492","127.405652626151","36.400341064586","다바915225","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004418","장소","공원","231195","말뫼공원",,,"50705","지역근린공원","2726011100107410007","대구광역시","수성구","두산동",,"741-7","2726011100","2726064000",,,,"128.626351350574","35.82529707262","마마017593","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004419","장소","공원","231196","말바위공원",,,"50705","지역근린공원","3020012500101510000","대전광역시","유성구","신성동",,"151","3020012500","3020055000","302003167039.0","신성남로","91-9","127.352171773257","36.3885369705023","다바867212","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004420","장소","공원","231197","말우물어린이공원",,,"50706","어린이놀이터","1174010200101780000","서울특별시","강동구","고덕동",,"178","1174010200","1174056000","117404172152.0","상일로21길","14-7","127.169577043217","37.5598878667473","다사708512","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004421","장소","공원","231198","83호어린이공원",,,"50705","지역근린공원","4146110200107250003","경기도","용인시 처인구","역북동",,"725-3","4146110200","4146152500",,,,"127.190025506245","37.2341656956152","다사725150","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004422","장소","공원","231199","맑음소공원",,,"50705","지역근린공원","2726011100101490011","대구광역시","수성구","두산동",,"149-11","2726011100","2726064000",,,,"128.61816706768","35.8334968736784","마마009602","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004423","장소","공원","231204","망고개소공원",,,"50705","지역근린공원","4139012700116140003","경기도","시흥시","거모동",,"1614-3","4139012700","4139058100",,,,"126.789067625151","37.3426020042545","다사370273","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004424","장소","공원","231206","매곡근린공원",,,"50705","지역근린공원","2771025628115350000","대구광역시","달성군","다사읍","매곡리","1535","2771025628","2771025600","277104244188.0","대실역북로2길","91","128.469334328889","35.8620576433555","라마875632","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004425","장소","공원","231222","매정공원",,,"50705","지역근린공원","4825010700115040002","경상남도","김해시","삼계동",,"1504-2","4825010700","4825055000","482503335072.0","삼계로","45","128.87101557903","35.2580371746055","마라247967","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004426","장소","공원","231224","매호공원",,,"50705","지역근린공원","2726011500113210000","대구광역시","수성구","매호동",,"1321","2726011500","2726069000","272604238385.0","천을로23길","5","128.703792609852","35.8450086846917","마마087616","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004427","장소","공원","231226","푸름어린이공원",,,"50705","지역근린공원","4111710100112450000","경기도","수원시 영통구","매탄동",,"1245","4111710100","4111753000",,,,"127.047727335043","37.2625889792737","다사598182","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004428","장소","공원","231227","매화근린공원",,,"50705","지역근린공원","4111710100113110000","경기도","수원시 영통구","매탄동",,"1311","4111710100","4111753000",,,,"127.04907764491","37.2619423307709","다사600182","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004429","장소","공원","231229","매화어린이공원",,,"50706","어린이놀이터","4159011700108570000","경기도","화성시","병점동",,"857","4159011700","4159054000",,,,"127.051146263227","37.2137871677788","다사601128","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004430","장소","공원","231230","먼마루어린이공원",,,"50705","지역근린공원","4119610400102690000","경기도","부천시 오정구","원종동",,"269","4119610400","4119652000","411964358216.0","성지로85번길","65","126.807597289999","37.5263893786842","다사388476","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004431","장소","공원","231232","메너머공원",,,"50705","지역근린공원","5211112800107020001","전북특별자치도","전주시 완산구","중화산동2가",,"702-1","5211112800","5211167200",,,,"127.118919946808","35.8225475120165","다마655585","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004432","장소","공원","231233","명달공원",,,"50705","지역근린공원","1165010800113130017","서울특별시","서초구","서초동",,"1313-17","1165010800","1165053100","116504163377.0","서운로23길","17","127.021028620928","37.4986442779139","다사576444","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004433","장소","공원","231234","명곡7어린이공원",,,"50706","어린이놀이터","4833011500110670001","경상남도","양산시","명동",,"1067-1","4833011500","4833054000",,,,"129.169007166327","35.4077959303916","마마515137","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004434","장소","공원","231239","명량대첩공원",,,"50705","지역근린공원","4682042025110210003","전라남도","해남군","문내면","학동리","1021-3","4682042025","4682042000","468203017038.0","관광레저로","12","126.310674246485","34.5724534073853","나라909204","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004435","장소","공원","231240","명서2주민운동장",,,"50705","지역근린공원","4812112400103000004","경상남도","창원시 의창구","명서동",,"300-4","4812112400","4812153000",,,,"128.638639693407","35.2426610385908","마라035947","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004436","장소","공원","231241","명수어린이공원",,,"50705","지역근린공원","1141011000102100024","서울특별시","서대문구","북아현동",,"210-24","1141011000","1141055500",,,,"126.95073970285","37.5600583235113","다사514513","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004437","장소","공원","231247","어린이공원",,,"50706","어린이놀이터","4719011500106600000","경상북도","구미시","사곡동",,"660","4719011500","4719064500",,,,"128.35834552784","36.1003456037022","라마772896","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004438","장소","공원","231248","모래내공원",,,"50705","지역근린공원","2820010100112580004","인천광역시","남동구","구월동",,"1258-4","2820010100","2820052200","282004259754.0","호구포로810번길","73","126.72329048336","37.4545992279788","다사313397","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004439","장소","공원","231249","모퉁이공원",,,"50705","지역근린공원","5211113700106720001","전북특별자치도","전주시 완산구","삼천동1가",,"672-1","5211113700","5211170200","521114598397.0","하거마2길","28-2","127.118154544457","35.7937101116542","다마654553","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004440","장소","공원","231250","어린이공원46호",,,"50706","어린이놀이터","4117310200114860006","경기도","안양시 동안구","관양동",,"1486-6","4117310200","4117355900",,,,"126.974063698429","37.4021915241614","다사534338","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004441","장소","공원","231253","목상근린공원",,,"50705","지역근린공원","3023011200108750000","대전광역시","대덕구","목상동",,"875","3023011200","3023058000","302304304050.0","대덕대로1486번길","185","127.411398455739","36.4448396817396","다바920274","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004442","장소","공원","231255","근린공원",,,"50705","지역근린공원","4713013600106110001","경상북도","경주시","신평동",,"611-1","4713013600","4713066000",,,,"129.279319701228","35.8484809382236","마마606627","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004443","장소","공원","231256","목천공원",,,"50705","지역근린공원","5214011700111830001","전북특별자치도","익산시","목천동",,"1183-1","5214011700","5214053000","521403269012.0","목천로","30-10","126.934149844884","35.9169164305109","다마489690","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004444","장소","공원","231257","목화골공원",,,"50705","지역근린공원","4825010600103110000","경상남도","김해시","구산동",,"311","4825010600","4825055000",,,,"128.873676222386","35.2469478225402","마라249954","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004445","장소","공원","231258","뫼골놀이공원",,,"50705","지역근린공원","2823710300100580003","인천광역시","부평구","산곡동",,"58-3","2823710300","2823759100","282373154035.0","세월천로","82","126.700912565722","37.513836391269","다사293463","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004446","장소","공원","231260","어린이공원",,,"50706","어린이놀이터","4311112400115130000","충청북도","청주시 상당구","용암동",,"1513","4311112400","4311172000",,,,"127.500788002719","36.6098273113618","라바000457","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004447","장소","공원","231262","무궁화어린이공원",,,"50706","어린이놀이터","1162010200106450001","서울특별시","관악구","신림동",,"645-1","1162010200","1162077500",,,,"126.923558113524","37.4696821721575","다사490413","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004448","장소","공원","231263","무궁화공원",,,"50705","지역근린공원","2723010800100310000","대구광역시","북구","노원동2가",,"31","2723010800","2723079000",,,,"128.575321196528","35.8928202194695","라마970667","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004449","장소","공원","231264","철쭉어린이공원",,,"50705","지역근린공원","4159011600109090001","경기도","화성시","진안동",,"909-1","4159011600","4159052000",,,,"127.041550250842","37.2152331327654","다사593130","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004450","장소","공원","231265","무궁화공원",,,"50705","지역근린공원","2726010800100120000","대구광역시","수성구","중동",,"12","2726010800","2726061000",,,,"128.615867139805","35.8507967252748","마마007621","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004451","장소","공원","231271","무둔실공원",,,"50705","지역근린공원","3114010400100780004","울산광역시","남구","신정동",,"78-4","3114010400","3114055000",,,,"129.320570499296","35.5455666370472","마마650292","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004452","장소","공원","231272","무릉체육공원",,,"50705","지역근린공원","5177032022108190058","강원특별자치도","정선군","남면","무릉리","819-58","5177032022","5177032000",,,,"128.787631433921","37.2397923586272","마사142164","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004453","장소","공원","231273","영화어린이공원",,,"50705","지역근린공원","4111113400103520000","경기도","수원시 장안구","영화동",,"352","4111113400","4111158000","411114322156.0","수성로340번길","30","127.00940508022","37.2909252354465","다사565214","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004454","장소","공원","231274","무지개어린이공원",,,"50706","어린이놀이터","1135010300100890000","서울특별시","노원구","공릉동",,"89","1135010300","1135060000",,,,"127.083264285899","37.6205392188949","다사632579","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004455","장소","공원","231275","무지개공원",,,"50705","지역근린공원","4119210800111750001","경기도","부천시 원미구","중동",,"1175-1","4119210800","4119263000",,,,"126.764856574035","37.4974705244466","다사350444","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004456","장소","공원","231276","무지개어린이공원",,,"50706","어린이놀이터","4122011800108520000","경기도","평택시","비전동",,"852","4122011800","4122063000",,,,"127.11112676999","36.9921969244432","다바653882","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004457","장소","공원","231277","무풍생활체육공원",,,"50705","지역근린공원","5273031021106170000","전북특별자치도","무주군","무풍면","현내리","617","5273031021","5273031000","527303275013.0","대덕산로","908","127.845238096753","35.967320858528","라마311745","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004458","장소","공원","231279","문경새재자연생태공원",,,"50705","지역근린공원","4728025030102200000","경상북도","문경시","문경읍","상초리","220","4728025030","4728025000",,,,"128.074629462584","36.7646407245225","라바512631","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004459","장소","공원","231282","문산어린이공원",,,"50706","어린이놀이터","2917011200109930001","광주광역시","북구","문흥동",,"993-1","2917011200","2917065600","291704286287.0","부남길8번길","10","126.92618114004","35.1865192406605","다라477880","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004460","장소","공원","231290","문화공원",,,"50705","지역근린공원","4825011900101980000","경상남도","김해시","삼방동",,"198","4825011900","4825059000",,,,"128.912473770549","35.2428751233705","마라285950","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004461","장소","공원","231292","문화공원",,,"50705","지역근린공원","5013011600101760000","제주특별자치도","서귀포시","강정동",,"176","5013011600","5013060000","501303350025.0","김정문화로","36","126.507914776104","33.2505464906319","다나075736","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004462","장소","공원","231293","문예회관어린이공원",,,"50705","지역근린공원","5119010100100490037","강원특별자치도","태백시","황지동",,"49-37","5119010100","5119051500",,,,"128.98820056316","37.1707225871293","마사321090","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004463","장소","공원","231295","레포츠공원",,,"50705","지역근린공원","5221010400200580001","전북특별자치도","김제시","검산동",,"산58-1","5221010400","5221054000",,,,"126.903012201042","35.8144189968158","다마460577","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004464","장소","공원","231296","물너울근린공원",,,"50705","지역근린공원","2671025628114050000","부산광역시","기장군","정관읍","용수리","1405","2671025628","2671025600",,,,"129.173007341152","35.3202955612175","마마520040","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004465","장소","공원","231299","장수물빛공원",,,"50705","지역근린공원","5274032027100080000","전북특별자치도","장수군","번암면","죽림리","8","5274032027","5274032000","527403276035.0","지지로","97-21","127.541151284345","35.5412199941263","라마037272","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004466","장소","공원","231301","본리미리내어린이공원",,,"50705","지역근린공원","2771025026101130003","대구광역시","달성군","화원읍","본리리","113-3","2771025026","2771025000",,,,"128.509961946695","35.8025569980541","라마912567","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004467","장소","공원","231303","미리내공원",,,"50705","지역근린공원","4825010700115150001","경상남도","김해시","삼계동",,"1515-1","4825010700","4825055000","482504805446.0","삼계로69번길","22-17","128.873607854354","35.2600284780361","마라249969","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004468","장소","공원","231304","어린이공원",,,"50706","어린이놀이터","4719012300101050003","경상북도","구미시","진평동",,"105-3","4719012300","4719068000",,,,"128.427822921815","36.0937167108886","라마835889","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004469","장소","공원","231310","미리내공원",,,"50705","지역근린공원","2723012200110850001","대구광역시","북구","국우동",,"1085-1","2723012200","2723080000",,,,"128.571179383356","35.945368063985","라마966726","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004470","장소","공원","231312","어린이공원",,,"50705","지역근린공원","1120010200110580000","서울특별시","성동구","하왕십리동",,"1058","1120010200","1120052000","112003100018.0","난계로","73","127.023499782746","37.5599850162038","다사579512","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004471","장소","공원","231316","어린이공원",,,"50706","어린이놀이터","4159025941102350000","경기도","화성시","향남읍","장짐리","235","4159025941","4159025900",,,,"126.91204294191","37.1401283863952","다사477047","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004472","장소","공원","231318","미천공원",,,"50705","지역근린공원","4783031033111810000","경상북도","고령군","덕곡면","노리","1181","4783031033","4783031000",,,,"128.195119480267","35.8016795689526","라마628563","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004473","장소","공원","231319","민들레공원",,,"50705","지역근린공원","2671025026101820000","부산광역시","기장군","기장읍","대라리","182","2671025026","2671025000",,,,"129.211793949846","35.2358276706354","마라557947","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004474","장소","공원","231322","바라미공원",,,"50705","지역근린공원","3114010100114660001","울산광역시","남구","무거동",,"1466-1","3114010100","3114058500",,,,"129.267343698656","35.548140317644","마마601294","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004475","장소","공원","231329","박들어린이공원",,,"50706","어린이놀이터","2917011500109990000","광주광역시","북구","오치동",,"999","2917011500","2917067700","291704286568.0","우치로279번길","28","126.903302392436","35.1912095993069","다라456885","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004476","장소","공원","231331","반달공원",,,"50705","지역근린공원","4825012500111650000","경상남도","김해시","부곡동",,"1165","4825012500","4825061000",,,,"128.808357837725","35.1999893917167","마라191901","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004477","장소","공원","231332","반룡어린이공원",,,"50705","지역근린공원","2917010700112270008","광주광역시","북구","용봉동",,"1227-8","2917010700","2917059000",,,,"126.902596543776","35.1800153023146","다라456873","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004478","장소","공원","231341","발산근린공원",,,"50705","지역근린공원","1150010600107390000","서울특별시","강서구","내발산동",,"739","1150010600","1150061100","115003155045.0","마곡중앙로","11","126.825507946051","37.5548165093762","다사404508","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004479","장소","공원","231343","밤골어린이공원",,,"50706","어린이놀이터","1162010100116420004","서울특별시","관악구","봉천동",,"1642-4","1162010100","1162062500","116204160662.0","인헌3가길","8","126.967259648477","37.4740629279912","다사528417","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004480","장소","공원","231345","방림제2놀이터",,,"50705","지역근린공원","2915511400105530000","광주광역시","남구","방림동",,"553","2915511400","2915552000","291554283334.0","봉선초등길","21-5","126.914634919726","35.1307823764925","다라466818","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
"KCDPCPO24N000004481","장소","공원","231346","방아다리어린이공원",,,"50706","어린이놀이터","1123010300101320001","서울특별시","동대문구","제기동",,"132-1","1123010300","1123054500",,,,"127.034887170873","37.5850857333494","다사589540","20250711","KT","KC_498_DMSTC_MCST_PBL_CT_PARK_2024","20241015"
